CMP1,Entry,PLATE,ROW,COL,LATID,Supplier,CAT,Name,Conc_mM,IC50,Yeast_Active,Pubchem_CID,Notes
CMP119,1071,LAT014,G,5,LAT014G05,Chembridge,5529100,Novel,2.5,>100 ,-,2850169,151_F07 >100    
CMP130,1072,LAT014,H,5,LAT014H05,Chembridge,5530238,Novel,2.5,18,+,871061,152_B07    
CMP53,1073,LAT014,A,6,LAT014A06,Chembridge,5569986,Novel,2.5,>100 ,-,870230,>100    
CMP64,1074,LAT014,B,6,LAT014B06,Chembridge,5576325,Novel,2.5,>100 ,-,872285,178_B09 >100    
CMP75,1075,LAT014,C,6,LAT014C06,Chembridge,5601004,Novel,2.5,25,-,872441,   
CMP86,1076,LAT014,D,6,LAT014D06,Chembridge,5617958,Novel,2.5,>100 ,-,NULL,>100    
CMP97,1077,LAT014,E,6,LAT014E06,Chembridge,5624418,Novel,2.5,>100 ,-,NULL,189_E09 >100    
CMP108,1078,LAT014,F,6,LAT014F06,Chembridge,5626464,Novel,2.5,inactive,-,1041562,190_B03    
CMP120,1079,LAT014,G,6,LAT014G06,Chembridge,5789266,Novel,2.5,6.8,+,790767,250_B06    
CMP131,1080,LAT014,H,6,LAT014H06,Chembridge,5844829,Novel,2.5,inactive,-,NULL,   
CMP54,1081,LAT014,A,7,LAT014A07,Chembridge,5647267,Novel,2.5,inactive,-,2857588,   
CMP65,1082,LAT014,B,7,LAT014B07,Chembridge,5647260,Novel,2.5,inactive,-,NULL,   
CMP76,1083,LAT014,C,7,LAT014C07,Chembridge,5649867,Novel,2.5,21,-,996153,   
CMP87,1084,LAT014,D,7,LAT014D07,Chembridge,5685084,Novel,2.5,48,-,790936,   
CMP98,1085,LAT014,E,7,LAT014E07,Chembridge,5690312,Novel,2.5,>100 ,-,790941,>100    
CMP109,1086,LAT014,F,7,LAT014F07,Chembridge,6046412,Novel,2.5,60,-,584878,   
CMP121,1087,LAT014,G,7,LAT014G07,Chembridge,6104711,Novel,2.5,>100 ,-,873604,>100    
CMP132,1088,LAT014,H,7,LAT014H07,Chembridge,6225723,Novel,2.5,48,-,675955,   
CMP55,1089,LAT014,A,8,LAT014A08,Chembridge,6179395,Novel,2.5,23,-,675954,   
CMP66,1090,LAT014,B,8,LAT014B08,Chembridge,7963421,Novel,2.5,>100 ,-,1253406,>100    
CMP77,1091,LAT014,C,8,LAT014C08,Chembridge,6547595,Novel,2.5,inactive,-,2902112,   
CMP88,1092,LAT014,D,8,LAT014D08,Chembridge,7234005,Novel,2.5,42,-,896596,   
CMP99,1093,LAT014,E,8,LAT014E08,Chembridge,7704513,Novel,2.5,inactive,-,2198586,   
CMP110,1094,LAT014,F,8,LAT014F08,Chembridge,7730271,Novel,2.5,7.3,-,912609,   
CMP122,1095,LAT014,G,8,LAT014G08,Chembridge,7799730,Novel,2.5,20,-,970458,   
CMP133,1096,LAT014,H,8,LAT014H08,Chembridge,7799157,Novel,2.5,>100 ,-,NULL,>100    
CMP56,1097,LAT014,A,9,LAT014A09,Chembridge,5251307,Novel,2.5,inactive,-,NULL,   
CMP67,1098,LAT014,B,9,LAT014B09,Chembridge,5281385,Novel,2.5,54,-,NULL,   
CMP78,1099,LAT014,C,9,LAT014C09,Chembridge,5308610,Novel,2.5,13,-,1378055,   
CMP89,1100,LAT014,D,9,LAT014D09,Chembridge,5309556,Novel,2.5,>100 ,-,689500,>100    
CMP100,1101,LAT014,E,9,LAT014E09,Chembridge,5313093,Novel,2.5,45,-,722856,   
CMP111,1102,LAT014,F,9,LAT014F09,Chembridge,5326085,Novel,2.5,>100 ,-,795117,>100    
CMP123,1103,LAT014,G,9,LAT014G09,Chembridge,5326153,Novel,2.5,>100 ,-,NULL,>100    
CMP134,1104,LAT014,H,9,LAT014H09,Chembridge,5170074,Novel,2.5,inactive,-,NULL,   
CMP57,1105,LAT014,A,10,LAT014A10,Chembridge,5189203,Novel,2.5,>100 ,-,787830,>100    
CMP68,1106,LAT014,B,10,LAT014B10,Chembridge,5212356,Novel,2.5,>100 ,-,745312,>100    
CMP79,1107,LAT014,C,10,LAT014C10,Chembridge,5217729,Novel,2.5,38,-,376365,   
CMP90,1108,LAT014,D,10,LAT014D10,Chembridge,5236276,Novel,2.5,inactive,-,789824,   
CMP101,1109,LAT014,E,10,LAT014E10,Chembridge,5249376,Novel,2.5,>100 ,-,NULL,>100    
CMP112,1110,LAT014,F,10,LAT014F10,Chembridge,5251562,Novel,2.5,inactive,-,NULL,   
CMP124,1111,LAT014,G,10,LAT014G10,Chembridge,5253977,Novel,2.5,>100 ,-,NULL,>100    
CMP135,1112,LAT014,H,10,LAT014H10,Chembridge,5255734,Novel,2.5,>100 ,-,NULL,>100    
CMP58,1113,LAT014,A,11,LAT014A11,Chembridge,5301639,Novel,2.5,inactive,-,NULL,   
CMP69,1114,LAT014,B,11,LAT014B11,Chembridge,5302624,Novel,2.5,>100 ,-,793461,>100    
CMP80,1115,LAT014,C,11,LAT014C11,Chembridge,5302794,Novel,2.5,>100 ,+,NULL,>100    
CMP91,1116,LAT014,D,11,LAT014D11,Chembridge,5304975,Novel,2.5,inactive,-,2840109,   
CMP102,1117,LAT014,E,11,LAT014E11,Chembridge,5307753,Novel,2.5,>100 ,-,NULL,>100    
CMP113,1118,LAT014,F,11,LAT014F11,Chembridge,5317936,Novel,2.5,>100 ,-,27715,>100    
CMP125,1119,LAT014,G,11,LAT014G11,Chembridge,5323651,Novel,2.5,42,-,2841464,   
CMP136,1120,LAT014,H,11,LAT014H11,Chembridge,5325428,Novel,2.5,>100 ,-,677579,>100    
CMP138,1121,LAT015,A,2,LAT015A02,Chembridge,5180332,Novel,2.5,>100 ,-,586092,>100    
CMP149,1122,LAT015,B,2,LAT015B02,Chembridge,5192710,Novel,2.5,19,+,788049,   
CMP160,1123,LAT015,C,2,LAT015C02,Chembridge,5195151,Novel,2.5,inactive,-,2265572,   
CMP171,1124,LAT015,D,2,LAT015D02,Chembridge,5211794,Novel,2.5,>100 ,-,NULL,>100    
CMP182,1125,LAT015,E,2,LAT015E02,Chembridge,5212492,Novel,2.5,inactive,-,NULL,   
CMP193,1126,LAT015,F,2,LAT015F02,Chembridge,5217475,Novel,2.5,>100 ,-,787587,>100    
CMP204,1127,LAT015,G,2,LAT015G02,Chembridge,5222210,Novel,2.5,>100 ,-,8571,>100    
CMP215,1128,LAT015,H,2,LAT015H02,Chembridge,5223550,Novel,2.5,inactive,-,616296,   
CMP139,1129,LAT015,A,3,LAT015A03,Chembridge,5223671,Novel,2.5,>100 ,+,95547,>100    
CMP150,1130,LAT015,B,3,LAT015B03,Chembridge,5223672,Novel,2.5,>100 ,-,97847,>100    
CMP161,1131,LAT015,C,3,LAT015C03,Chembridge,5228205,Novel,2.5,>100 ,-,NULL,>100    
CMP172,1132,LAT015,D,3,LAT015D03,Chembridge,5233099,Novel,2.5,inactive,-,2835755,   
CMP183,1133,LAT015,E,3,LAT015E03,Chembridge,5235224,Novel,2.5,>100 ,-,2836049,>100    
CMP194,1134,LAT015,F,3,LAT015F03,Chembridge,5235233,Novel,2.5,>100 ,-,2274328,>100    
CMP205,1135,LAT015,G,3,LAT015G03,Chembridge,5475373,Novel,2.5,>100 ,-,NULL,>100    
CMP216,1136,LAT015,H,3,LAT015H03,Chembridge,5475560,Novel,2.5,>100 ,-,2847953,137_H10 >100    
CMP140,1137,LAT015,A,4,LAT015A04,Chembridge,5477713,Novel,2.5,>100 ,-,165870,>100    
CMP151,1138,LAT015,B,4,LAT015B04,Chembridge,5477915,Novel,2.5,98,-,868452,142_A06    
CMP162,1139,LAT015,C,4,LAT015C04,Chembridge,5466659,Novel,2.5,inactive,-,784692,   
CMP173,1140,LAT015,D,4,LAT015D04,Chembridge,5466956,Novel,2.5,inactive,-,724419,131_H10    
CMP184,1141,LAT015,E,4,LAT015E04,Chembridge,5467294,Novel,2.5,>100 ,+,2846899,131_B04 >100    
CMP195,1142,LAT015,F,4,LAT015F04,Chembridge,5467627,Novel,2.5,>100 ,-,736658,131_C07 >100    
CMP206,1143,LAT015,G,4,LAT015G04,Chembridge,5468086,Novel,2.5,inactive,-,1242235,   
CMP217,1144,LAT015,H,4,LAT015H04,Chembridge,5468104,Novel,2.5,>100 ,-,867155,132_E10 >100    
CMP141,1145,LAT015,A,5,LAT015A05,Chembridge,5468354,Novel,2.5,97,+,867163,133_H02    
CMP152,1146,LAT015,B,5,LAT015B05,Chembridge,5468397,Novel,2.5,inactive,-,776179,134_C02    
CMP163,1147,LAT015,C,5,LAT015C05,Chembridge,5469064,Novel,2.5,inactive,-,NULL,132_D09    
CMP174,1148,LAT015,D,5,LAT015D05,Chembridge,5470157,Novel,2.5,76,-,736982,133_H07    
CMP185,1149,LAT015,E,5,LAT015E05,Chembridge,5470742,Novel,2.5,inactive,-,NULL,135_A03    
CMP196,1150,LAT015,F,5,LAT015F05,Chembridge,5545885,Novel,2.5,>100 ,-,NULL,>100    
CMP207,1151,LAT015,G,5,LAT015G05,Chembridge,5555740,Novel,2.5,52,-,2852292,   
CMP218,1152,LAT015,H,5,LAT015H05,Chembridge,5556861,Novel,2.5,31,-,871890,166_A08    
CMP142,1153,LAT015,A,6,LAT015A06,Chembridge,5100737,Novel,2.5,>100 ,-,596743,>100    
CMP153,1154,LAT015,B,6,LAT015B06,Chembridge,5111183,Novel,2.5,>100 ,-,NULL,>100    
CMP164,1155,LAT015,C,6,LAT015C06,Chembridge,5122115,Novel,2.5,>100 ,+,NULL,>100    
CMP175,1156,LAT015,D,6,LAT015D06,Chembridge,5122149,Novel,2.5,inactive,-,NULL,   
CMP186,1157,LAT015,E,6,LAT015E06,Chembridge,5128437,Novel,2.5,81,-,142278,   
CMP197,1158,LAT015,F,6,LAT015F06,Chembridge,5144173,Novel,2.5,inactive,-,1931480,   
CMP208,1159,LAT015,G,6,LAT015G06,Chembridge,5144196,Novel,2.5,inactive,-,2054513,   
CMP219,1160,LAT015,H,6,LAT015H06,Chembridge,5152588,Novel,2.5,>100 ,-,786802,>100    
CMP143,1161,LAT015,A,7,LAT015A07,Chembridge,5152589,Novel,2.5,inactive,-,786803,   
CMP154,1162,LAT015,B,7,LAT015B07,Chembridge,5538858,Novel,2.5,25,-,46176,   
CMP165,1163,LAT015,C,7,LAT015C07,Chembridge,5478939,Novel,2.5,>100 ,-,776236,142_B03 >100    
CMP176,1164,LAT015,D,7,LAT015D07,Chembridge,5478948,Novel,2.5,>100 ,-,77792,142_C03 >100    
CMP187,1165,LAT015,E,7,LAT015E07,Chembridge,5484675,Novel,2.5,inactive,-,870532,142_H10    
CMP198,1166,LAT015,F,7,LAT015F07,Chembridge,5526290,Novel,2.5,>100 ,-,2247441,147_G07 >100    
CMP209,1167,LAT015,G,7,LAT015G07,Chembridge,5527461,Novel,2.5,>100 ,-,743597,150_G05 >100    
CMP220,1168,LAT015,H,7,LAT015H07,Chembridge,5626971,Novel,2.5,43,-,458233,190_H07    
CMP144,1169,LAT015,A,8,LAT015A08,Chembridge,5739184,Novel,2.5,20,-,1238941,233_B06    
CMP155,1170,LAT015,B,8,LAT015B08,Chembridge,5561589,Novel,2.5,>100 ,-,2852784,169_B11 >100    
CMP166,1171,LAT015,C,8,LAT015C08,Chembridge,5564069,Novel,2.5,>100 ,-,872094,170_D08 >100    
CMP177,1172,LAT015,D,8,LAT015D08,Chembridge,5708111,Novel,2.5,>100 ,-,NULL,227_E03 >100    
CMP188,1173,LAT015,E,8,LAT015E08,Chembridge,5128945,Novel,2.5,inactive,-,2829011,   
CMP199,1174,LAT015,F,8,LAT015F08,Chembridge,5134246,Novel,2.5,inactive,-,NULL,   
CMP210,1175,LAT015,G,8,LAT015G08,Chembridge,5141477,Novel,2.5,>100 ,-,2829742,>100    
CMP221,1176,LAT015,H,8,LAT015H08,Chembridge,5146655,Novel,2.5,inactive,-,2830475,   
CMP145,1177,LAT015,A,9,LAT015A09,Chembridge,5147768,Novel,2.5,inactive,-,8465,   
CMP156,1178,LAT015,B,9,LAT015B09,Chembridge,5155194,Novel,2.5,inactive,-,NULL,   
CMP167,1179,LAT015,C,9,LAT015C09,Chembridge,5156699,Novel,2.5,55,-,76596,   
CMP178,1180,LAT015,D,9,LAT015D09,Chembridge,5162374,Novel,2.5,>100 ,+,1621460,>100    
CMP189,1181,LAT015,E,9,LAT015E09,Chembridge,5162391,Novel,2.5,inactive,+,1619357,   
CMP200,1182,LAT015,F,9,LAT015F09,Chembridge,5538336,Novel,2.5,inactive,-,2850929,   
CMP211,1183,LAT015,G,9,LAT015G09,Chembridge,5479987,Novel,2.5,86,-,755073,   
CMP222,1184,LAT015,H,9,LAT015H09,Chembridge,5480871,Novel,2.5,inactive,-,868569,   
CMP146,1185,LAT015,A,10,LAT015A10,Chembridge,5484218,Novel,2.5,inactive,-,720372,   
CMP157,1186,LAT015,B,10,LAT015B10,Chembridge,5488368,Novel,2.5,>100 ,-,870532,>100    
CMP168,1187,LAT015,C,10,LAT015C10,Chembridge,5492965,Novel,2.5,inactive,-,870672,   
CMP179,1188,LAT015,D,10,LAT015D10,Chembridge,5665131,Novel,2.5,inactive,-,799499,   
CMP190,1189,LAT015,E,10,LAT015E10,Chembridge,5665194,Novel,2.5,>100 ,+,2859608,>100    
CMP201,1190,LAT015,F,10,LAT015F10,Chembridge,5672011,Novel,2.5,inactive,-,838842,   
CMP212,1191,LAT015,G,10,LAT015G10,Chembridge,7957352,Novel,2.5,>100 ,-,NULL,>100    
CMP223,1192,LAT015,H,10,LAT015H10,Chembridge,5627513,Novel,2.5,inactive,-,NULL,   
CMP147,1193,LAT015,A,11,LAT015A11,Chembridge,5628052,Novel,2.5,inactive,-,NULL,   
CMP158,1194,LAT015,B,11,LAT015B11,Chembridge,5630977,Novel,2.5,inactive,-,NULL,   
CMP169,1195,LAT015,C,11,LAT015C11,Chembridge,5759965,Novel,2.5,inactive,-,NULL,   
CMP180,1196,LAT015,D,11,LAT015D11,Chembridge,5791161,Novel,2.5,inactive,-,90394,   
CMP191,1197,LAT015,E,11,LAT015E11,Chembridge,5807019,Novel,2.5,inactive,-,694598,   
CMP202,1198,LAT015,F,11,LAT015F11,Chembridge,5809808,Novel,2.5,inactive,-,NULL,   
CMP213,1199,LAT015,G,11,LAT015G11,Chembridge,5811157,Novel,2.5,inactive,-,2870684,   
CMP224,1200,LAT015,H,11,LAT015H11,Chembridge,5811738,Novel,2.5,inactive,-,873873,   
CMP227,1201,LAT016,A,2,LAT016A02,Chembridge,5811960,Novel,2.5,inactive,+,873882,   
CMP238,1202,LAT016,B,2,LAT016B02,Chembridge,5812380,Novel,2.5,inactive,-,776171,   
CMP249,1203,LAT016,C,2,LAT016C02,Chembridge,5813388,Novel,2.5,inactive,-,NULL,   
CMP260,1204,LAT016,D,2,LAT016D02,Chembridge,5813754,Novel,2.5,inactive,-,873953,   
CMP271,1205,LAT016,E,2,LAT016E02,Chembridge,5813859,Novel,2.5,>100 ,-,873956,>100    
CMP282,1206,LAT016,F,2,LAT016F02,Chembridge,5814056,Novel,2.5,inactive,+,NULL,   
CMP293,1207,LAT016,G,2,LAT016G02,Chembridge,5814104,Novel,2.5,inactive,-,NULL,   
CMP304,1208,LAT016,H,2,LAT016H02,Chembridge,5914723,Novel,2.5,inactive,-,NULL,   
CMP228,1209,LAT016,A,3,LAT016A03,Chembridge,5649238,Novel,2.5,>100 ,-,1047177,>100    
CMP239,1210,LAT016,B,3,LAT016B03,Chembridge,5655132,Novel,2.5,>100 ,-,1047179,>100    
CMP250,1211,LAT016,C,3,LAT016C03,Chembridge,5563138,Novel,2.5,100,-,2852918,   
CMP261,1212,LAT016,D,3,LAT016D03,Chembridge,5571323,Novel,2.5,inactive,-,740995,   
CMP272,1213,LAT016,E,3,LAT016E03,Chembridge,5711743,Novel,2.5,inactive,-,738343,   
CMP283,1214,LAT016,F,3,LAT016F03,Chembridge,5716332,Novel,2.5,82,-,NULL,   
CMP294,1215,LAT016,G,3,LAT016G03,Chembridge,5931842,Novel,2.5,>100 ,-,NULL,>100    
CMP305,1216,LAT016,H,3,LAT016H03,Chembridge,5940226,Novel,2.5,67,-,877869,   
CMP229,1217,LAT016,A,4,LAT016A04,Chembridge,5959870,Novel,2.5,inactive,-,876363,   
CMP240,1218,LAT016,B,4,LAT016B04,Chembridge,5967686,Novel,2.5,>100 ,-,776118,>100    
CMP251,1219,LAT016,C,4,LAT016C04,Chembridge,5969517,Novel,2.5,inactive,+,254790,   
CMP262,1220,LAT016,D,4,LAT016D04,Chembridge,5973684,Novel,2.5,inactive,-,2879231,   
CMP273,1221,LAT016,E,4,LAT016E04,Chembridge,5974972,Novel,2.5,>100 ,-,1123678,>100    
CMP284,1222,LAT016,F,4,LAT016F04,Chembridge,5977084,Novel,2.5,>100 ,-,776188,>100    
CMP295,1223,LAT016,G,4,LAT016G04,Chembridge,6038907,Novel,2.5,inactive,-,2264803,   
CMP306,1224,LAT016,H,4,LAT016H04,Chembridge,6134450,Novel,2.5,>100 ,-,2887542,>100    
CMP230,1225,LAT016,A,5,LAT016A05,Chembridge,6144433,Novel,2.5,inactive,-,2888001,   
CMP241,1226,LAT016,B,5,LAT016B05,Chembridge,6144728,Novel,2.5,inactive,-,2888018,   
CMP252,1227,LAT016,C,5,LAT016C05,Chembridge,6146422,Novel,2.5,inactive,-,2888115,   
CMP263,1228,LAT016,D,5,LAT016D05,Chembridge,6148332,Novel,2.5,inactive,-,2887753,   
CMP274,1229,LAT016,E,5,LAT016E05,Chembridge,6150364,Novel,2.5,inactive,-,2888278,   
CMP285,1230,LAT016,F,5,LAT016F05,Chembridge,6151086,Novel,2.5,>100 ,-,2888318,>100    
CMP296,1231,LAT016,G,5,LAT016G05,Chembridge,6152145,Novel,2.5,inactive,-,2888364,   
CMP307,1232,LAT016,H,5,LAT016H05,Chembridge,6153458,Novel,2.5,97,-,1362564,   
CMP231,1233,LAT016,A,6,LAT016A06,Chembridge,6162938,Novel,2.5,inactive,-,2888728,   
CMP242,1234,LAT016,B,6,LAT016B06,Chembridge,6162611,Novel,2.5,inactive,-,2888716,   
CMP253,1235,LAT016,C,6,LAT016C06,Chembridge,6161484,Novel,2.5,inactive,-,2888679,   
CMP264,1236,LAT016,D,6,LAT016D06,Chembridge,6362821,Novel,2.5,64,-,689037,   
CMP275,1237,LAT016,E,6,LAT016E06,Chembridge,5962302,Novel,2.5,inactive,-,1358695,   
CMP286,1238,LAT016,F,6,LAT016F06,Chembridge,5967556,Novel,2.5,>100 ,-,768764,>100    
CMP297,1239,LAT016,G,6,LAT016G06,Chembridge,5989430,Novel,2.5,inactive,-,776183,   
CMP308,1240,LAT016,H,6,LAT016H06,Chembridge,6037974,Novel,2.5,inactive,-,1121572,   
CMP232,1241,LAT016,A,7,LAT016A07,Chembridge,6135530,Novel,2.5,inactive,-,466337,   
CMP243,1242,LAT016,B,7,LAT016B07,Chembridge,6141153,Novel,2.5,inactive,-,2887832,   
CMP254,1243,LAT016,C,7,LAT016C07,Chembridge,6143106,Novel,2.5,inactive,-,344529,   
CMP265,1244,LAT016,D,7,LAT016D07,Chembridge,6148490,Novel,2.5,inactive,-,2888197,   
CMP276,1245,LAT016,E,7,LAT016E07,Chembridge,6148743,Novel,2.5,>100 ,+,2888210,>100    
CMP287,1246,LAT016,F,7,LAT016F07,Chembridge,6148793,Novel,2.5,inactive,-,2778086,   
CMP298,1247,LAT016,G,7,LAT016G07,Chembridge,6150227,Novel,2.5,>100 ,-,2888273,>100    
CMP309,1248,LAT016,H,7,LAT016H07,Chembridge,6155208,Novel,2.5,inactive,-,745291,   
CMP233,1249,LAT016,A,8,LAT016A08,Chembridge,6155551,Novel,2.5,inactive,-,2888477,   
CMP244,1250,LAT016,B,8,LAT016B08,Chembridge,6161168,Novel,2.5,71,+,2888668,   
CMP255,1251,LAT016,C,8,LAT016C08,Chembridge,6163745,Novel,2.5,inactive,-,2888759,   
CMP266,1252,LAT016,D,8,LAT016D08,Chembridge,6343212,Novel,2.5,100,+,727685,   
CMP277,1253,LAT016,E,8,LAT016E08,Chembridge,6431972,Novel,2.5,>100 ,-,727695,>100    
CMP288,1254,LAT016,F,8,LAT016F08,Chembridge,7964055,Novel,2.5,>100 ,-,1253629,>100    
CMP299,1255,LAT016,G,8,LAT016G08,Chembridge,5182723,Novel,2.5,50,-,458204,   
CMP310,1256,LAT016,H,8,LAT016H08,Chembridge,6495004,Novel,2.5,>100 ,-,683271,>100    
CMP234,1257,LAT016,A,9,LAT016A09,Chembridge,6433380,Novel,2.5,inactive,-,359743,   
CMP245,1258,LAT016,B,9,LAT016B09,Chembridge,6433097,Novel,2.5,inactive,-,347164,   
CMP256,1259,LAT016,C,9,LAT016C09,Chembridge,6432236,Novel,2.5,>100 ,-,689038,>100    
CMP267,1260,LAT016,D,9,LAT016D09,Chembridge,6593203,Novel,2.5,inactive,-,NULL,   
CMP278,1261,LAT016,E,9,LAT016E09,Chembridge,6583734,Novel,2.5,inactive,-,NULL,   
CMP289,1262,LAT016,F,9,LAT016F09,Chembridge,6613772,Novel,2.5,inactive,-,NULL,   
CMP300,1263,LAT016,G,9,LAT016G09,Chembridge,6607811,Novel,2.5,inactive,-,NULL,   
CMP311,1264,LAT016,H,9,LAT016H09,Chembridge,6606587,Novel,2.5,inactive,-,NULL,   
CMP235,1265,LAT016,A,10,LAT016A10,Chembridge,6617586,Novel,2.5,inactive,-,NULL,   
CMP246,1266,LAT016,B,10,LAT016B10,Chembridge,6617380,Novel,2.5,inactive,-,NULL,   
CMP257,1267,LAT016,C,10,LAT016C10,Chembridge,6613853,Novel,2.5,inactive,-,NULL,   
CMP268,1268,LAT016,D,10,LAT016D10,Chembridge,6642835,Novel,2.5,57,-,NULL,   
CMP279,1269,LAT016,E,10,LAT016E10,Chembridge,6632873,Novel,2.5,inactive,-,885513,   
CMP290,1270,LAT016,F,10,LAT016F10,Chembridge,6643392,Novel,2.5,inactive,-,886154,   
CMP301,1271,LAT016,G,10,LAT016G10,Chembridge,6652809,Novel,2.5,inactive,-,886358,   
CMP312,1272,LAT016,H,10,LAT016H10,Chembridge,6652118,Novel,2.5,80,-,853076,   
CMP236,1273,LAT016,A,11,LAT016A11,Chembridge,6645284,Novel,2.5,>100 ,-,1341768,>100    
CMP247,1274,LAT016,B,11,LAT016B11,Chembridge,6644975,Novel,2.5,>100 ,-,679581,>100    
CMP258,1275,LAT016,C,11,LAT016C11,Chembridge,6655808,Novel,2.5,inactive,-,886419,   
CMP269,1276,LAT016,D,11,LAT016D11,Chembridge,6665726,Novel,2.5,68,-,797333,   
CMP280,1277,LAT016,E,11,LAT016E11,Chembridge,6664572,Novel,2.5,38,-,2063467,   
CMP291,1278,LAT016,F,11,LAT016F11,Chembridge,6679025,Novel,2.5,inactive,-,805460,   
CMP302,1279,LAT016,G,11,LAT016G11,Chembridge,6677703,Novel,2.5,42,+,1991614,   
CMP313,1280,LAT016,H,11,LAT016H11,Chembridge,6668156,Novel,2.5,100,-,797433,   
CMP315,1281,LAT017,A,2,LAT017A02,Chembridge,6666834,Novel,2.5,inactive,-,797374,   
CMP326,1282,LAT017,B,2,LAT017B02,Chembridge,6679187,Novel,2.5,>100 ,-,805465,>100    
CMP338,1283,LAT017,C,2,LAT017C02,Chembridge,6691431,Novel,2.5,>100 ,-,805899,>100    
CMP349,1284,LAT017,D,2,LAT017D02,Chembridge,6688116,Novel,2.5,9.7,+,640110,   
CMP360,1285,LAT017,E,2,LAT017E02,Chembridge,6687144,Novel,2.5,>100 ,-,805755,>100    
CMP371,1286,LAT017,F,2,LAT017F02,Chembridge,6686070,Novel,2.5,8.8,-,727483,   
CMP382,1287,LAT017,G,2,LAT017G02,Chembridge,6821138,Novel,2.5,inactive,-,1216221,   
CMP393,1288,LAT017,H,2,LAT017H02,Chembridge,6872274,Novel,2.5,62,-,765925,   
CMP316,1289,LAT017,A,3,LAT017A03,Chembridge,6872035,Novel,2.5,>100 ,-,728415,>100    
CMP327,1290,LAT017,B,3,LAT017B03,Chembridge,6874376,Novel,2.5,inactive,-,2916880,   
CMP339,1291,LAT017,C,3,LAT017C03,Chembridge,6873655,Novel,2.5,inactive,-,2916795,   
CMP350,1292,LAT017,D,3,LAT017D03,Chembridge,6877016,Novel,2.5,>100 ,-,728370,>100    
CMP361,1293,LAT017,E,3,LAT017E03,Chembridge,6875006,Novel,2.5,>100 ,-,240055,>100    
CMP372,1294,LAT017,F,3,LAT017F03,Chembridge,6877794,Novel,2.5,inactive,-,2054899,   
CMP383,1295,LAT017,G,3,LAT017G03,Chembridge,6946464,Novel,2.5,>100 ,-,801095,>100    
CMP394,1296,LAT017,H,3,LAT017H03,Chembridge,6946309,Novel,2.5,83,-,801086,   
CMP317,1297,LAT017,A,4,LAT017A04,Chembridge,6944268,Novel,2.5,>100 ,-,NULL,>100    
CMP328,1298,LAT017,B,4,LAT017B04,Chembridge,6946520,Novel,2.5,0.96,-,801098,   
CMP340,1299,LAT017,C,4,LAT017C04,Chembridge,7049868,Novel,2.5,inactive,-,796073,   
CMP351,1300,LAT017,D,4,LAT017D04,Chembridge,7017368,Novel,2.5,inactive,-,2924029,   
CMP362,1301,LAT017,E,4,LAT017E04,Chembridge,6597499,Novel,2.5,>100 ,-,NULL,>100    
CMP373,1302,LAT017,F,4,LAT017F04,Chembridge,6599054,Novel,2.5,>100 ,-,NULL,>100    
CMP384,1303,LAT017,G,4,LAT017G04,Chembridge,6622859,Novel,2.5,inactive,-,715454,   
CMP395,1304,LAT017,H,4,LAT017H04,Chembridge,6632718,Novel,2.5,>100 ,-,854381,>100    
CMP318,1305,LAT017,A,5,LAT017A05,Chembridge,6643695,Novel,2.5,>100 ,-,886160,>100    
CMP329,1306,LAT017,B,5,LAT017B05,Chembridge,6654940,Novel,2.5,79,+,166795,   
CMP341,1307,LAT017,C,5,LAT017C05,Chembridge,6666640,Novel,2.5,inactive,-,797370,   
CMP352,1308,LAT017,D,5,LAT017D05,Chembridge,6685056,Novel,2.5,>100 ,-,805676,>100    
CMP363,1309,LAT017,E,5,LAT017E05,Chembridge,6683595,Novel,2.5,100,-,805635,   
CMP374,1310,LAT017,F,5,LAT017F05,Chembridge,6787548,Novel,2.5,56,+,1121951,   
CMP385,1311,LAT017,G,5,LAT017G05,Chembridge,6872359,Novel,2.5,67,-,798879,   
CMP396,1312,LAT017,H,5,LAT017H05,Chembridge,6877599,Novel,2.5,inactive,-,854609,   
CMP319,1313,LAT017,A,6,LAT017A06,Chembridge,6943419,Novel,2.5,inactive,-,800863,   
CMP330,1314,LAT017,B,6,LAT017B06,Chembridge,6987915,Novel,2.5,>100 ,-,4988614,>100    
CMP342,1315,LAT017,C,6,LAT017C06,Chembridge,7013416,Novel,2.5,>100 ,-,1328813,>100    
CMP353,1316,LAT017,D,6,LAT017D06,Chembridge,7008036,Novel,2.5,inactive,-,2923028,   
CMP364,1317,LAT017,E,6,LAT017E06,Chembridge,7111651,Novel,2.5,>100 ,-,2926583,>100    
CMP375,1318,LAT017,F,6,LAT017F06,Chembridge,7112308,Novel,2.5,96,-,2926666,   
CMP386,1319,LAT017,G,6,LAT017G06,Chembridge,7112291,Novel,2.5,100,-,2926663,   
CMP397,1320,LAT017,H,6,LAT017H06,Chembridge,7112156,Novel,2.5,inactive,-,2926646,   
CMP320,1321,LAT017,A,7,LAT017A07,Chembridge,7111905,Novel,2.5,>100 ,-,2926622,>100    
CMP331,1322,LAT017,B,7,LAT017B07,Chembridge,7112613,Novel,2.5,>100 ,+,2926702,>100    
CMP343,1323,LAT017,C,7,LAT017C07,Chembridge,7112602,Novel,2.5,inactive,-,578393,   
CMP354,1324,LAT017,D,7,LAT017D07,Chembridge,7113606,Novel,2.5,49,+,689031,   
